ko_id,initial_num_seqs,num_groups,num_ungrouped,final_num_seqs,description,ec_numbers
K08692,105,10.0,5.0,14,Succinate--CoA ligase [ADP-forming] subunit alpha [EC:6.2.1.5],['6.2.1.5']
K12340,4699,364.0,755.0,1118,Outer membrane channel protein TolC,[]
K08093,511,37.0,49.0,85,3-hexulose-6-phosphate synthase [EC:4.1.2.43],['4.1.2.43']
K14067,112,14.0,7.0,20,Succinate--CoA ligase [ADP-forming] subunit beta [EC:6.2.1.5],['6.2.1.5']
K01733,6049,426.0,805.0,1230,Threonine synthase [EC:4.2.3.1],['4.2.3.1']
K00392,1156,81.0,77.0,157,assimilatory sulfite reductase (ferredoxin) [EC:1.8.7.1],['1.8.7.1']
K04093,1119,83.0,127.0,209,Chorismate mutase [EC:5.4.99.5],['5.4.99.5']
K04480,101,11.0,3.0,13,Methanol-cobalamin methyltransferase B subunit,[]
K02536,2840,221.0,382.0,602,UDP-3-O-acylglucosamine N-acyltransferase [EC:2.3.1.191],['2.3.1.191']
K14081,86,9.0,2.0,10,Cobalamin-dependent protein,[]
K19243,159,15.0,10.0,24,NAD-dependent glucose-6-phosphate dehydrogenase [EC:1.1.1.388],['1.1.1.388']
K14080,153,15.0,6.0,20,Methanol-specific methylcobalamin: coenzyme M methyltransferase,[]
K00399,131,15.0,14.0,28,Methyl-coenzyme M reductase subunit alpha [EC:2.8.4.1],['2.8.4.1']
K01622,279,26.0,24.0,49,"Fructose-1,6-bisphosphate aldolase/phosphatase [EC:3.1.3.11]",['3.1.3.11']
K08094,643,62.0,60.0,121,6-phospho-3-hexuloisomerase,[]
K22480,46,3.0,0.0,3,CoB--CoM heterodisulfide reductase iron-sulfur subunit A [EC:1.8.-.-],['1.8.-.-']
K04041,400,35.0,34.0,68,"Fructose-1,6-bisphosphatase class 3 [EC:3.1.3.11]",['3.1.3.11']
K21071,2174,184.0,276.0,459,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase [EC:2.7.1.90],['2.7.1.90']
K11532,557,50.0,45.0,94,"Fructose-1,6-bisphosphatase",[]
K01958,1667,128.0,175.0,302,Pyruvate carboxylase [EC:6.4.1.1],['6.4.1.1']
K22481,47,5.0,4.0,8,CoB--CoM heterodisulfide reductase subunit B [EC:1.8.98.1],['1.8.98.1']
K00401,125,15.0,10.0,24,Methyl-coenzyme M reductase subunit beta [EC:2.8.4.1],['2.8.4.1']
K22482,45,2.0,0.0,2,CoB--CoM heterodisulfide reductase subunit C [EC:1.8.98.1],['1.8.98.1']
K00402,128,12.0,13.0,24,Methyl-coenzyme M reductase subunit gamma [EC:2.8.4.1],['2.8.4.1']
K08265,33,3.0,0.0,3,"CoB-CoM heterodisulfide reductase, subunit E [EC:1.8.98.1]",['1.8.98.1']
K08691,359,36.0,15.0,50,,[]
K01687,5118,402.0,684.0,1085,Dihydroxy-acid dehydratase [EC:4.2.1.9],['4.2.1.9']
K00956,1644,128.0,178.0,305,sulfate adenylyltransferase [EC:2.7.7.4],['2.7.7.4']
K01714,8203,613.0,1234.0,1846,4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7],['4.3.3.7']
K14152,125,2.0,0.0,2,Histidine biosynthesis trifunctional protein [EC:3.5.4.19],['3.5.4.19']
K00963,4976,361.0,633.0,993,UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9],['2.7.7.9']
K14126,159,14.0,19.0,32,F420-non-reducing hydrogenase subunit A,[]
K14128,155,15.0,6.0,20,F420-non-reducing hydrogenase subunit [EC:1.12.-.-],['1.12.-.-']
K08264,354,34.0,30.0,63,(Fe-S)-binding protein,[]
K01658,3280,268.0,443.0,710,Aminodeoxychorismate/anthranilate synthase component II,[]
K22516,269,25.0,17.0,41,Molybdopterin oxidoreductase domain-containing protein,[]
K00125,223,22.0,42.0,63,Formate dehydrogenase beta subunit [EC:1.2.1.2],['1.2.1.2']
K14127,403,38.0,33.0,70,"Coenzyme F420-reducing hydrogenase, delta subunit",[]
K03738,1298,105.0,135.0,239,aldehyde ferredoxin oxidoreductase [EC:1.2.7.5],['1.2.7.5']
K01735,4168,327.0,623.0,949,3-dehydroquinate synthase [EC:4.2.3.4],['4.2.3.4']
K00018,914,90.0,108.0,197,2-hydroxyacid dehydrogenase,[]
K03786,3826,306.0,545.0,850,3-dehydroquinate dehydratase [EC:4.2.1.10],['4.2.1.10']
K01758,1301,112.0,198.0,309,Cys/Met metabolism PLP-dependent enzyme,[]
K00860,1971,164.0,253.0,416,Adenylyl-sulfate kinase [EC:2.7.1.25],['2.7.1.25']
K01817,3243,271.0,455.0,725,N-(5'-phosphoribosyl)anthranilate isomerase [EC:5.3.1.24],['5.3.1.24']
K03389,467,43.0,29.0,71,CoB--CoM heterodisulfide reductase subunit B [EC:1.8.98.1],['1.8.98.1']
K03390,465,29.0,28.0,56,"Putative heterodisulfide reductase, C subunit",[]
K01663,212,16.0,18.0,33,Imidazole glycerol phosphate synthase hisHF [EC:3.5.1.2],['3.5.1.2']
K00193,115,13.0,4.0,16,Acetyl-CoA decarbonylase/synthase complex subunit beta [EC:2.3.1.169],['2.3.1.169']
K00578,87,8.0,16.0,23,Tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86],['2.1.1.86']
K00579,87,8.0,5.0,12,Tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86],['2.1.1.86']
K00580,87,8.0,0.0,8,Tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86],['2.1.1.86']
K00582,67,2.0,0.0,2,Tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86],['2.1.1.86']
K18138,3554,268.0,482.0,749,Efflux pump membrane transporter,[]
K00581,90,9.0,4.0,12,Tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86],['2.1.1.86']
K00197,185,20.0,5.0,24,Carbon monoxide dehydrogenase/acetyl-CoA synthase gamma subunit [EC:1.2.99.2],['1.2.99.2']
K00583,65,8.0,3.0,10,Tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86],['2.1.1.86']
K00832,1186,97.0,100.0,196,Putative aminotransferase,[]
K03388,628,53.0,45.0,97,FAD-dependent pyridine nucleotide-disulfide oxidoreductase,[]
K00194,173,19.0,12.0,30,Corrinoid/iron-sulfur protein small subunit AcsD,[]
K02517,3256,247.0,377.0,623,Lipd A biosynthesis protein,[]
K00640,5230,402.0,743.0,1144,serine O-acetyltransferase [EC:2.3.1.30],['2.3.1.30']
K01596,1662,133.0,195.0,327,Phosphoenolpyruvate carboxykinase [GTP] [EC:4.1.1.32],['4.1.1.32']
K02446,1429,127.0,159.0,285,"Fructose-1,6-bisphosphatase",[]
K25026,3737,297.0,547.0,843,N-acetyl-D-glucosamine kinase [EC:2.7.1.59],['2.7.1.59']
K01657,4206,292.0,594.0,885,Anthranilate synthase component I [EC:4.1.3.27],['4.1.3.27']
K01595,3106,232.0,356.0,587,Phosphoenolpyruvate carboxylase [EC:4.1.1.31],['4.1.1.31']
K00577,202,18.0,26.0,43,Tetrahydromethanopterin S-methyltransferase subunit A 1 [EC:2.1.1.86],['2.1.1.86']
K00850,3076,249.0,401.0,649,ATP-dependent 6-phosphofructokinase [EC:2.7.1.11],['2.7.1.11']
K05942,177,18.0,5.0,22,HMGL-related enzyme,[]
K01626,5206,367.0,746.0,1112,Phospho-2-dehydro-3-deoxyheptonate aldolase [EC:2.5.1.54],['2.5.1.54']
K01609,3776,303.0,590.0,892,Indole-3-glycerol phosphate synthase [EC:4.1.1.48],['4.1.1.48']
K00381,1948,145.0,211.0,355,Nitrite/sulfite reductase,[]
K14170,1750,142.0,220.0,361,Bifunctional chorismate mutase/prephenate dehydratase [EC:4.2.1.51],['4.2.1.51']
K15633,2818,237.0,345.0,581,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",['5.4.2.12']
K18649,315,28.0,35.0,62,Putative inositol monophosphatase [EC:3.1.3.25],['3.1.3.25']
K05602,778,65.0,69.0,133,histidinol-phosphatase [EC:3.1.3.15],['3.1.3.15']
K01690,1307,115.0,98.0,212,Phosphogluconate dehydratase [EC:4.2.1.12],['4.2.1.12']
K00800,4462,341.0,590.0,930,3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19],['2.5.1.19']
K02502,1916,153.0,174.0,326,ATP phosphoribosyltransferase regulatory subunit [EC:2.4.2.17],['2.4.2.17']
K11755,1694,148.0,168.0,315,Phosphoribosyl-AMP cyclohydrolase domain-containing protein,[]
K13524,354,25.0,22.0,46,4-aminobutyrate aminotransferase [EC:2.6.1.19],['2.6.1.19']
K03585,5638,423.0,842.0,1264,"Cation/multidrug efflux system, mebrane-fusion component",[]
K01007,2640,188.0,327.0,514,Phosphoenolpyruvate synthase [EC:2.7.9.2],['2.7.9.2']
K00584,144,11.0,15.0,25,Tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86],['2.1.1.86']
K14066,85,10.0,1.0,10,"Solanesyl diphosphate synthase 3, chloroplastic/mitochondrial",[]
K13039,133,11.0,0.0,11,Sulfopyruvate decarboxylase subunit beta [EC:4.1.1.79],['4.1.1.79']
K06034,133,12.0,14.0,25,Thiamine pyrophosphate-binding protein,[]
K13027,6,1.0,6.0,6,Tyrosine N-monooxygenase [EC:1.14.14.36],['1.14.14.36']
K13030,3,,,3,Cyanohydrin beta-glucosyltransferase [EC:2.4.1.85],['2.4.1.85']
K13029,15,2.0,0.0,2,4-hydroxyphenylacetaldehyde oxime monooxygenase,[]
K11813,5,,,5,Uncharacterized protein,[]
K11812,17,3.0,2.0,4,,[]
K11819,8,1.0,8.0,8,Aminotransferase class I/classII domain-containing protein,[]
K00891,4491,357.0,648.0,1004,Shikimate kinase [EC:2.7.1.71],['2.7.1.71']
K11818,8,1.0,8.0,8,Cytochrome P450 83B1,[]
K11821,9,1.0,9.0,9,Sulfotransferase [EC:2.8.2.-],['2.8.2.-']
K05884,206,17.0,13.0,29,Sulfolactate dehydrogenase,[]
K04518,2455,203.0,306.0,508,prephenate dehydratase [EC:4.2.1.51],['4.2.1.51']
K17761,55,8.0,4.0,11,Succinate-semialdehyde dehydrogenase [EC:1.2.1.24],['1.2.1.24']
K01736,4648,362.0,604.0,965,Chorismate synthase [EC:4.2.3.5],['4.2.3.5']
K14681,70,6.0,10.0,15,Argininosuccinate lyase [EC:4.3.2.1],['4.3.2.1']
K00380,2110,168.0,264.0,431,Assimilatory sulfite reductase (NADPH) flavoprotein subunit [EC:1.8.1.2],['1.8.1.2']
K11820,58,3.0,0.0,3,Glycosyltransferase [EC:2.4.1.-],['2.4.1.-']
K00618,114,9.0,2.0,10,Amino-acid N-acetyltransferase [EC:2.3.1.1],['2.3.1.1']
K08097,292,28.0,31.0,58,Phosphosulfolactate synthase,[]
K09587,73,7.0,9.0,15,Cytochrome P450 90B2-like,[]
K00139,165,19.0,13.0,31,"Succinate-semialdehyde dehydrogenase, mitochondrial",[]
K12639,68,9.0,4.0,12,Cytochrome P450,[]
K09588,78,7.0,0.0,7,LOW QUALITY PROTEIN: cytochrome P450 90A1-like,[]
K12637,61,6.0,0.0,6,3-epi-6-deoxocathasterone 23-monooxygenase,[]
K09591,75,8.0,5.0,12,Steroid 5-alpha-reductase DET2 [EC:1.3.1.22],['1.3.1.22']
K20772,202,22.0,18.0,39,Aminotransferase class I/classII domain-containing protein,[]
K25959,1,,,1,Cytochrome P450 85A3 [EC:1.14.14.180],['1.14.14.180']
K12640,13,2.0,0.0,2,(rape) hypothetical protein,[]
K12638,59,7.0,5.0,11,3-epi-6-deoxocathasterone 23-monooxygenase CYP90D1-like isoform X1,[]
K14594,3,,,3,"Neoxanthin synthase, chloroplastic [EC:5.3.99.9]",['5.3.99.9']
K20623,84,10.0,6.0,15,Cytochrome P450 71A1-like,[]
K15747,59,6.0,0.0,6,"LOW QUALITY PROTEIN: protein LUTEIN DEFICIENT 5, chloroplastic",[]
K09590,97,11.0,9.0,19,Cytochrome P450 85A-like isoform X1,[]
K01762,307,30.0,42.0,71,Aminotransferase class I/classII domain-containing protein,[]
K09838,106,8.0,3.0,10,"Zeaxanthin epoxidase, chloroplastic [EC:1.14.15.21]",['1.14.15.21']
K00830,1564,131.0,144.0,274,Aminotransferase class V domain-containing protein,[]
K09841,76,2.0,0.0,2,Xanthoxin dehydrogenase,[]
K00804,360,30.0,47.0,76,"Uncharacterized protein, isoform A",[]
K00766,4279,327.0,550.0,876,Anthranilate phosphoribosyltransferase [EC:2.4.2.18],['2.4.2.18']
K22478,90,9.0,5.0,13,Acetylglutamate kinase [EC:2.7.2.8],['2.7.2.8']
K09842,101,10.0,15.0,24,Abscisic-aldehyde oxidase-like,[]
K11529,1498,132.0,175.0,306,Putative hydroxypyruvate reductase TtuD [EC:1.1.1.81],['1.1.1.81']
K05933,423,41.0,42.0,82,Fe2OG dioxygenase domain-containing protein,[]
K09840,303,26.0,24.0,49,"Probable carotenoid cleavage dioxygenase 4, chloroplastic",[]
K00787,545,53.0,47.0,99,Farnesyl pyrophosphate synthase,[]
K14451,150,9.0,8.0,16,L-malyl-CoA/beta-methylmalyl-CoA lyase [EC:4.1.3.-],['4.1.3.-']
K14446,240,23.0,35.0,57,Crotonyl-CoA carboxylase/reductase,[]
K14448,252,23.0,33.0,55,Methylsuccinyl-CoA dehydrogenase [EC:1.3.8.4],['1.3.8.4']
K15038,38,3.0,0.0,3,Succinyl-CoA reductase,[]
K14467,11,1.0,11.0,11,Acyl-coenzyme A synthetase/AMP-(Fatty) acid ligase [EC:6.2.1.1],['6.2.1.1']
K15017,26,3.0,0.0,3,Aspartate-semialdehyde dehydrogenase,[]
K25774,5,,,5,Acyl-CoA synthetase,[]
K18861,33,2.0,0.0,2,Phenylacetate--CoA ligase family protein,[]
K00826,6911,483.0,1066.0,1548,Branched-chain-amino-acid aminotransferase [EC:2.6.1.42],['2.6.1.42']
K01695,4333,333.0,661.0,993,Tryptophan synthase alpha chain [EC:4.2.1.20],['4.2.1.20']
K01523,2121,163.0,254.0,416,Phosphoribosyl-ATP pyrophosphatase [EC:3.6.1.31],['3.6.1.31']
K12659,77,4.0,0.0,4,N-acetyltransferase domain-containing protein,[]
K22477,195,20.0,19.0,38,"Acetyltransferase, GNAT family",[]
K16871,422,39.0,28.0,66,Aminotransferase,[]
K04486,1395,112.0,184.0,295,Histidinol-phosphatase [EC:3.1.3.15],['3.1.3.15']
K01089,858,76.0,115.0,190,Histidine biosynthesis bifunctional protein HisB [EC:3.1.3.15],['3.1.3.15']
K01948,116,12.0,10.0,21,Uncharacterized protein,[]
K00818,206,11.0,8.0,18,acetylornithine transaminase [EC:2.6.1.11],['2.6.1.11']
K00029,3678,284.0,486.0,769,Malic protein NAD-binding protein,[]
K04517,2681,205.0,342.0,546,Prephenate dehydrogenase/arogenate dehydrogenase family protein,[]
K01655,192,18.0,16.0,33,homocitrate synthase [EC:2.3.3.14],['2.3.3.14']
K01496,2381,179.0,277.0,455,phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19],['3.5.4.19']
K17450,111,13.0,10.0,22,"Aconitate hydratase, mitochondrial [EC:4.2.1.-]",['4.2.1.-']
K00957,2715,213.0,275.0,487,Sulfate adenylyltransferase subunit 2 [EC:2.7.7.4],['2.7.7.4']
K14465,75,4.0,0.0,4,Putative Zn-containing alcohol dehydrogenase,[]
K14449,288,28.0,28.0,55,MaoC family dehydratase,[]
K01964,30,2.0,0.0,2,Biotin carboxylase of acetyl-CoA carboxylase [EC:6.3.4.14],['6.3.4.14']
K15037,33,2.0,0.0,2,Biotin/lipoyl attachment domain-containing protein,[]
K15036,24,2.0,0.0,2,Methylmalonyl-CoA carboxyltransferase,[]
K15039,27,4.0,1.0,4,3-hydroxyacyl-CoA dehydrogenase,[]
K14447,378,32.0,50.0,81,,[]
K15018,27,3.0,0.0,3,,[]
K14466,12,1.0,12.0,12,Acetyl-CoA synthetase,[]
K00058,6947,519.0,1005.0,1523,D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95],['1.1.1.95']
K14677,407,34.0,66.0,99,(spotted green pufferfish) hypothetical protein,[]
K24034,26,2.0,0.0,2,PABS domain-containing protein,[]
K00163,2679,209.0,346.0,554,Pyruvate dehydrogenase E1 component [EC:1.2.4.1],['1.2.4.1']
K14468,14,2.0,0.0,2,Short-chain dehydrogenase/reductase SDR,[]
K15052,5,,,5,Propionyl-CoA carboxylase [EC:6.4.1.3],['6.4.1.3']
K14471,7,1.0,7.0,7,Formyl-CoA transferase [EC:2.8.3.16],['2.8.3.16']
K14472,6,1.0,6.0,6,L-carnitine dehydratase/bile acid-inducible protein F,[]
K14469,25,2.0,0.0,2,3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35],['1.1.1.35']
K01696,4635,358.0,670.0,1027,Tryptophan synthase beta chain [EC:4.2.1.20],['4.2.1.20']
K01705,132,15.0,10.0,24,"Homoaconitase, mitochondrial [EC:4.2.1.36]",['4.2.1.36']
K00162,2634,212.0,316.0,527,Alpha-ketoacid dehydrogenase subunit beta,[]
K15019,88,5.0,3.0,7,3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55],['4.2.1.55']
K15020,81,6.0,4.0,9,Zn-dependent alcohol dehydrogenase [EC:1.1.1.1],['1.1.1.1']
K15746,585,51.0,67.0,117,Fatty acid hydroxylase superfamily protein,[]
K05979,929,87.0,98.0,184,Probable 2-phosphosulfolactate phosphatase [EC:3.1.3.71],['3.1.3.71']
K25123,52,5.0,17.0,21,Iron hydrogenase [EC:1.12.7.2],['1.12.7.2']
K05299,83,10.0,2.0,11,Molybdopterin-dependent oxidoreductase,[]
K14534,274,26.0,37.0,62,Vinylacetyl-CoA delta-isomerase / 4-hydroxybutyryl-CoA dehydratase [EC:4.2.1.-],['4.2.1.-']
K25007,4,,,4,Methylenetetrahydrofolate reductase C-terminal domain-containing protein,[]
K25008,6,1.0,6.0,6,Ion-translocating oxidoreductase complex subunit C [EC:7.-.-.-],['7.-.-.-']
K00161,2799,230.0,419.0,648,Pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1],['1.2.4.1']
K25124,94,10.0,6.0,15,4Fe-4S dicluster domain-containing protein,[]
K15016,309,26.0,31.0,56,3-hydroxyacyl-CoA dehydrogenase,[]
K01738,6661,514.0,1059.0,1572,Cysteine synthase A,[]
K14470,221,22.0,19.0,40,Acyl-CoA transferase/carnitine dehydratase-like protein,[]
K15022,197,21.0,16.0,36,"FORMATE DEHYDROGENASE, BETA SUBUNIT (FORMATEDEHYDROGENASE [NADP+]) [EC:1.2.1.43]",['1.2.1.43']
K00143,116,10.0,3.0,12,Alpha-aminoadipate reductase [EC:1.2.1.31],['1.2.1.31']
K14138,97,4.0,0.0,4,CO-methylating acetyl-CoA synthase [EC:2.3.1.169],['2.3.1.169']
K05824,161,16.0,9.0,24,Isocitrate/isopropylmalate dehydrogenase,[]
K00293,109,10.0,11.0,20,KLLA0C18744p,[]
K05827,206,12.0,9.0,20,Alpha-aminoadipate--lysW ligase,[]
K00625,1540,134.0,234.0,367,phosphate acetyltransferase [EC:2.3.1.8],['2.3.1.8']
K07250,1299,101.0,186.0,286,4-aminobutyrate--2-oxoglutarate transaminase [EC:2.6.1.19],['2.6.1.19']
K22015,349,35.0,17.0,51,Formate dehydrogenase H [EC:1.2.1.2],['1.2.1.2']
K05830,222,24.0,16.0,39,Putative [LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase [EC:2.6.1.118],['2.6.1.118']
K15023,264,27.0,15.0,41,5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase [EC:2.1.1.258],['2.1.1.258']
K07543,20,2.0,0.0,2,CoA transferase,[]
K05828,245,26.0,18.0,43,Putative [LysW]-aminoadipate/[LysW]-glutamate kinase [EC:2.7.2.17],['2.7.2.17']
K07540,30,2.0,0.0,2,"(R)-benzylsuccinate synthase, alpha subunit",[]
K07544,33,3.0,0.0,3,CoA transferase,[]
K07545,12,2.0,0.0,2,Acyl-CoA dehydrogenase domain protein,[]
K07547,3,,,3,Subunit of 2-[hydroxy(Phenyl)methyl]-succinyl-CoA DH,[]
K07548,2,,,2,Subunit of 2-[hydroxy(Phenyl)methyl]-succinyl-CoA DH,[]
K05831,234,25.0,19.0,43,Putative [LysW]-lysine/[LysW]-ornithine hydrolase [EC:3.5.1.130],['3.5.1.130']
K05826,284,28.0,18.0,45,Sulfonate ABC transporter,[]
K05829,281,27.0,13.0,39,Putative [LysW]-L-2-aminoadipate/[LysW]-L-glutamate phosphate reductase [EC:1.2.1.103],['1.2.1.103']
K00619,1134,96.0,128.0,223,"Acetyltransferase, GNAT family",[]
K00198,444,39.0,29.0,67,Carbon monoxide dehydrogenase [EC:1.2.7.4],['1.2.7.4']
K07549,12,2.0,0.0,2,Benzoylsuccinyl-CoA thiolase subunit,[]
K07550,10,1.0,10.0,10,Subunit of benzoylsuccinyl-CoA thiolase,[]
K18293,2,,,2,Monooxygenase,[]
K10616,3,,,3,Alkane 1-monooxygenase,[]
K10617,2,,,2,Short-chain dehydrogenase,[]
K07514,121,3.0,0.0,3,enoyl-CoA hydratase [EC:4.2.1.17],['4.2.1.17']
K09709,479,48.0,52.0,99,N-terminal of MaoC-like dehydratase domain-containing protein,[]
K10618,8,1.0,8.0,8,Aldehyde dehydrogenase (Acceptor) [EC:1.2.5.2],['1.2.5.2']
K14085,241,20.0,10.0,29,aldehyde dehydrogenase (NAD(+)) [EC:1.2.1.3],['1.2.1.3']
K11780,298,20.0,24.0,43,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [EC:4.3.1.32]",['4.3.1.32']
K15791,174,17.0,18.0,34,"LOW QUALITY PROTEIN: probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",[]
K14157,276,22.0,19.0,40,Uncharacterized protein,[]
K00825,206,20.0,18.0,37,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",[]
K00390,3382,259.0,439.0,697,Adenosine 5'-phosphosulfate reductase [EC:1.8.4.10],['1.8.4.10']
K01849,585,51.0,78.0,128,"Methylmalonyl-CoA mutase, alpha-subunit, chain B (McmA2)",[]
K07546,102,4.0,0.0,4,Enoyl-CoA hydratase/isomerase family protein,[]
K11781,355,35.0,47.0,81,5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase [EC:2.5.1.147],['2.5.1.147']
K00195,102,11.0,7.0,17,Acetyl-CoA decarbonylase/synthase complex subunit epsilon,[]
K00823,1383,121.0,132.0,252,4-aminobutyrate aminotransferase [EC:2.6.1.19],['2.6.1.19']
K00192,112,12.0,13.0,24,4Fe-4S dicluster domain-containing protein,[]
K01702,128,12.0,7.0,18,3-isopropylmalate dehydratase [EC:4.2.1.33],['4.2.1.33']
K16792,129,13.0,2.0,14,3-isopropylmalate dehydratase large subunit [EC:4.2.1.33],['4.2.1.33']
K17865,1080,80.0,88.0,167,,[]
K16793,135,10.0,4.0,13,Acetyltransferase component of pyruvate dehydrogenase complex [EC:2.3.1.12],['2.3.1.12']
K01580,1653,138.0,181.0,318,Glutamate decarboxylase [EC:4.1.1.15],['4.1.1.15']
K07515,207,21.0,7.0,27,enoyl-CoA hydratase [EC:4.2.1.17],['4.2.1.17']
K01491,4962,385.0,721.0,1105,Bifunctional protein FolD [EC:1.5.1.5],['1.5.1.5']
K14682,1115,96.0,100.0,195,Amino-acid acetyltransferase [EC:2.3.1.1],['2.3.1.1']
K01244,91,10.0,5.0,14,Nucleoside phosphorylase domain-containing protein,[]
K12234,469,39.0,66.0,104,Coenzyme F420:L-glutamate ligase [EC:6.3.2.31],['6.3.2.31']
K00022,410,37.0,46.0,82,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",[]
K01965,1107,100.0,116.0,215,"Propionyl-CoA carboxylase alpha chain, mitochondrial [EC:6.4.1.3]",['6.4.1.3']
K01848,852,76.0,89.0,164,Methylmalonyl-CoA mutase,[]
K00795,1623,142.0,190.0,331,Geranyltranstransferase [EC:2.5.1.10],['2.5.1.10']
K10535,200,18.0,27.0,44,Putative octaheme cytochrome c,[]
K14941,683,56.0,79.0,134,Phosphoenolpyruvate guanylyltransferase [EC:2.7.7.105],['2.7.7.105']
K11212,722,62.0,87.0,148,LPPG domain protein containing protein,[]
K00023,1359,102.0,153.0,254,PHA-specific acetoacetyl-CoA reductase,[]
K05822,334,33.0,38.0,70,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase [EC:2.3.1.89]",['2.3.1.89']
K05823,352,33.0,45.0,77,N-acetyldiaminopimelate deacetylase [EC:3.5.1.47],['3.5.1.47']
K03340,342,31.0,38.0,68,Meso-diaminopimelate D-dehydrogenase [EC:1.4.1.16],['1.4.1.16']
K13787,1936,150.0,260.0,409,Geranylgeranyl pyrophosphate synthase,[]
K15864,210,21.0,19.0,39,Nitrite reductase,[]
K00059,19752,1436.0,3171.0,4606,3-oxoacyl-[acyl-carrier-protein] reductase [EC:1.1.1.100],['1.1.1.100']
K06718,617,50.0,61.0,110,"L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]",['2.3.1.178']
K00290,1126,92.0,72.0,163,Saccharopine dehydrogenase,[]
K16054,89,3.0,0.0,3,Probable bifunctional methylthioribulose-1-phosphate dehydratase/enolase-phosphatase E1 [EC:4.2.1.109],['4.2.1.109']
K06720,709,58.0,72.0,129,L-ectoine synthase [EC:4.2.1.108],['4.2.1.108']
K00899,675,57.0,51.0,107,S-methyl-5-thioribose kinase [EC:2.7.1.100],['2.7.1.100']
K01092,6590,491.0,1023.0,1513,Inositol monophosphatase,[]
K00841,567,53.0,90.0,142,Aminotransferase [EC:2.6.1.-],['2.6.1.-']
K02305,365,30.0,36.0,65,Cytochrome c class I,[]
K00367,259,27.0,28.0,54,Nitrate reductase,[]
K15876,292,24.0,36.0,59,Cytochrome c-type protein NrfH,[]
K00376,454,37.0,55.0,91,Nitrous-oxide reductase [EC:1.7.2.4],['1.7.2.4']
K10534,243,21.0,12.0,32,Nitrate reductase,[]
K17877,66,6.0,1.0,6,"WGS project CABT00000000 data, contig 2.16",[]
K02568,597,59.0,78.0,136,"Periplasmic nitrate reductase, electron transfer subunit",[]
K02567,672,61.0,69.0,129,Periplasmic nitrate reductase [EC:1.9.6.1],['1.9.6.1']
K00361,77,5.0,0.0,5,Nitrite reductase (NAD(P)H) small subunit,[]
K00360,221,23.0,16.0,38,FAD-dependent pyridine nucleotide-disulphide oxidoreductase,[]
K01966,1885,143.0,248.0,390,Putative propionyl-CoA carboxylase beta chain [EC:6.4.1.3],['6.4.1.3']
K13789,2484,197.0,299.0,495,Geranyltranstransferase,[]
K15893,72,8.0,6.0,13,Glycerate dehydrogenase,[]
K03385,526,50.0,75.0,124,Cytochrome c-552 [EC:1.7.2.2],['1.7.2.2']
K00368,766,66.0,46.0,111,Copper-containing nitrite reductase [EC:1.7.2.1],['1.7.2.1']
K15919,132,2.0,0.0,2,(wild Malaysian banana) hypothetical protein,[]
K05606,2007,167.0,279.0,445,Methylmalonyl-CoA epimerase,[]
K19269,364,34.0,42.0,75,Phosphoglycolate phosphatase,[]
K04561,967,84.0,117.0,200,Nitric oxide reductase subunit B [EC:1.7.2.5],['1.7.2.5']
K01652,9480,695.0,1410.0,2104,2-oxoacid oxidoreductase (ferredoxin) [EC:1.2.7.11],['1.2.7.11']
K08965,185,21.0,18.0,38,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase [EC:5.3.2.5]",['5.3.2.5']
K01693,3218,260.0,399.0,658,Imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19],['4.2.1.19']
K00765,4135,322.0,526.0,847,ATP phosphoribosyltransferase [EC:2.4.2.17],['2.4.2.17']
